SANGER_ID,SPECIMEN_ID,DATE_OF_PRESERVATION,YEAR_OF_COLLECTION,MONTH_OF_COLLECTION,MONTH_YEAR,COLLECTION_LOCATION,DECIMAL_LATITUDE,DECIMAL_LONGITUDE,SEX,OUTDOORS_INDOORS,SPECIFIC_TIME_OF_COLLECTION,DURATION_OF_COLLECTION,COLLECTION_METHOD,BLOOD_MEAL,COLLECTOR_SAMPLE_ID,SPECIES_COLLECTED,PLASMODIUM_DETECTED,SPOROZOITE_INFECTIVITY,PLASMODIUM_SPECIES_AVAILABLE,CONTAMINATION_RISK,NN_ASSIGNMENT,VAE_SPECIES,SPECIES_CALL,CALL_METHOD
ANOSPP13031008,KAJO_001_A1,01/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.087011,32.651035,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.011,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031080,KAJO_001_A10,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.095757,32.6313,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.006,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031088,KAJO_001_A11,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.08781,32.651128,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.14.002,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031096,KAJO_001_A12,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08638,32.5878,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.034,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031016,KAJO_001_A2,09/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.087914,32.651504,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,N,U.KMI.ASP.4.13.002,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031024,KAJO_001_A3,01/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.087811,32.651133,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.015,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031032,KAJO_001_A4,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08587,32.64872,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,N,U.KMI.ASP.5.13.008,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031040,KAJO_001_A5,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.087652,32.651681,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KMI.XI.5.13.001,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031048,KAJO_001_A6,01/04/2013,2013,4,4.2013,UGANDA|BUGIRI,-0.095521,32.631206,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.BGR.ASP.4-13.001,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031056,KAJO_001_A7,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.086458,32.587131,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.009,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031064,KAJO_001_A8,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08632,32.5882,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.010,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031072,KAJO_001_A9,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.086346,32.589,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.011,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031009,KAJO_001_B1,02/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.08589,32.65,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.010,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031081,KAJO_001_B10,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08638,32.5878,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.044,Anopheles_gambiae,Y,Low,Plasmodium_falciparum,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031089,KAJO_001_B11,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.08781,32.651128,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.14.001,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031097,KAJO_001_B12,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.086217,32.5868,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.033,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13031017,KAJO_001_B2,09/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.087914,32.651504,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,N,U.KMI.ASP.4.13.001,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031025,KAJO_001_B3,01/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.087811,32.651133,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.014,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031033,KAJO_001_B4,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08587,32.64872,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.007,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031041,KAJO_001_B5,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08589,32.65,M,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,NA,U.KMI.ASP.5.13.014,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031049,KAJO_001_B6,01/04/2013,2013,4,4.2013,UGANDA|BUGIRI,-0.097079,32.630707,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.BGR.XI.4-13.004,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031057,KAJO_001_B7,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08632,32.58815,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.026,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031065,KAJO_001_B8,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08574,32.5887,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.021,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031073,KAJO_001_B9,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08672,32.5858,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.027,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031010,KAJO_001_C1,03/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.08589,32.65,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.009,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031082,KAJO_001_C10,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08638,32.5878,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.016,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031090,KAJO_001_C11,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08638,32.5878,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.042,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031098,KAJO_001_C12,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.087504,32.652314,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KMI.XI.4.14.005,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031018,KAJO_001_C2,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.086935,32.650414,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.002,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031026,KAJO_001_C3,01/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.087811,32.651133,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.013,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031034,KAJO_001_C4,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08587,32.64872,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.006,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031042,KAJO_001_C5,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08589,32.65,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.013,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031050,KAJO_001_C6,01/04/2013,2013,4,4.2013,UGANDA|BUGIRI,-0.097079,32.630707,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.BGR.XI.4-13.003,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031058,KAJO_001_C7,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.085711,32.588722,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.018,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031066,KAJO_001_C8,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.085711,32.5887,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.013,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031074,KAJO_001_C9,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08632,32.5882,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.002,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031011,KAJO_001_D1,04/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.08589,32.65,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.008,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031083,KAJO_001_D10,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.087707,32.65057,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KMI.XI.4.14.002,Anopheles_gambiae,Y,Low,Plasmodium_falciparum,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031091,KAJO_001_D11,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08638,32.5878,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.014,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031099,KAJO_001_D12,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.087504,32.652314,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KMI.XI.4.14.004,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031019,KAJO_001_D2,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.086935,32.650414,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.001,Anopheles_gambiae,Y,High,"Plasmodium_falciparum, Plasmodium_reichenowi",Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031027,KAJO_001_D3,01/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.087811,32.651133,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.012,Anopheles_gambiae,Y,High,Plasmodium_falciparum,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031035,KAJO_001_D4,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.087914,32.651504,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.005,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031043,KAJO_001_D5,01/05/2013,2013,5,5.2013,UGANDA|BUGIRI,-0.097451,32.631186,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.BGR.XI.5-13.003,Unknown,N,NA,NONE,NA,N,NA,TOO_FEW_TARGETS,TOO_FEW_TARGETS
ANOSPP13031051,KAJO_001_D6,01/05/2013,2013,5,5.2013,UGANDA|BUGIRI,-0.096666,32.630993,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.BGR.XI.5-13.004,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031059,KAJO_001_D7,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08672,32.58583,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.007,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031067,KAJO_001_D8,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08632,32.5882,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.008,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031075,KAJO_001_D9,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.086709,32.6517,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.022,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031012,KAJO_001_E1,05/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.08589,32.65,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.007,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031084,KAJO_001_E10,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.087317,32.650449,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.14.007,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031092,KAJO_001_E11,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.0861022,32.5867,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.030,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031100,KAJO_001_E12,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.087707,32.65057,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KMI.XI.4.14.003,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031020,KAJO_001_E2,01/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.088067,32.651684,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.XI.4.13.004,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031028,KAJO_001_E3,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08587,32.64872,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.012,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031036,KAJO_001_E4,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.087575,32.650448,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.004,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031044,KAJO_001_E5,01/06/2013,2013,6,6.2013,UGANDA|BUGIRI,-0.097079,32.630707,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.BGR.XI.6-13.001,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031052,KAJO_001_E6,01/04/2013,2013,4,4.2013,UGANDA|BUGIRI,-0.097079,32.630707,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.BGR.XI.4-13.001,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031060,KAJO_001_E7,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.085711,32.588722,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.001,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031068,KAJO_001_E8,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08632,32.5882,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.020,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031076,KAJO_001_E9,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08637,32.5864,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.023,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031013,KAJO_001_F1,06/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.08589,32.65,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.13.005,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031085,KAJO_001_F10,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.087317,32.650449,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.14.006,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031093,KAJO_001_F11,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08638,32.5878,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.053,Anopheles_gambiae,Y,High,Plasmodium_falciparum,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031101,KAJO_001_F12,01/03/2015,2015,3,3.2015,UGANDA|BUGIRI,-0.09616,32.63048,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.BGR.XI.03-15.003,Anopheles_gambiae,Y,High,Plasmodium_falciparum,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031021,KAJO_001_F2,01/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.088067,32.651684,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KMI.XI.4.13.003,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031029,KAJO_001_F3,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08587,32.64872,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.011,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031037,KAJO_001_F4,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.086935,32.650414,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.003,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031045,KAJO_001_F5,01/04/2013,2015,4,4.2015,UGANDA|KANSAMBWE,-0.086217,32.586784,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.BGR.XI.4-13.002,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031053,KAJO_001_F6,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.086873,32.65185,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.025,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031061,KAJO_001_F7,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08672,32.58583,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.005,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031069,KAJO_001_F8,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08574,32.5887,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.019,Unknown,N,NA,NONE,NA,N,NA,TOO_FEW_TARGETS,TOO_FEW_TARGETS
ANOSPP13031077,KAJO_001_F9,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08632,32.5882,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.029,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031014,KAJO_001_G1,07/04/2013,2013,4,4.2013,UGANDA|KIIMI,-0.08589,32.65,M,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,NA,U.KMI.ASP.4.13.004,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031086,KAJO_001_G10,01/04/2014,2014,4,4.2014,UGANDA|KIIMI,-0.087317,32.650449,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.4.14.005,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031094,KAJO_001_G11,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08637,32.5873,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.015,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031102,KAJO_001_G12,01/03/2015,2015,3,3.2015,UGANDA|KANSAMBWE,-0.08598,32.5879,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.03-15.009,Anopheles_gambiae,Y,High,Plasmodium_falciparum,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031022,KAJO_001_G2,01/06/2013,2013,6,6.2013,UGANDA|BUGIRI,-0.096918,32.630489,M,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,NA,U.BGR.ASP.6-13.001,Anopheles_funestus,N,NA,NONE,Low,Y,NA,Anopheles_funestus,NN_FINE
ANOSPP13031030,KAJO_001_G3,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.08587,32.64872,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KMI.ASP.5.13.010,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031038,KAJO_001_G4,01/05/2013,2013,5,5.2013,UGANDA|KIIMI,-0.087652,32.651681,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KMI.XI.5-13.003,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13031046,KAJO_001_G5,01/05/2013,2015,5,5.2015,UGANDA|KANSAMBWE,-0.08602,32.585606,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.BGR.XI.5-13.001,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13031054,KAJO_001_G6,01/04/2015,2015,4,4.2015,UGANDA|KANSAMBWE,-0.08632,32.58815,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.NSZ.XI.04-15.012,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
