SANGER_ID,SPECIMEN_ID,DATE_OF_PRESERVATION,YEAR_OF_COLLECTION,MONTH_OF_COLLECTION,MONTH_YEAR,COLLECTION_LOCATION,DECIMAL_LATITUDE,DECIMAL_LONGITUDE,SEX,OUTDOORS_INDOORS,SPECIFIC_TIME_OF_COLLECTION,DURATION_OF_COLLECTION,COLLECTION_METHOD,BLOOD_MEAL,COLLECTOR_SAMPLE_ID,SPECIES_COLLECTED,PLASMODIUM_DETECTED,SPOROZOITE_INFECTIVITY,PLASMODIUM_SPECIES_AVAILABLE,CONTAMINATION_RISK,NN_ASSIGNMENT,VAE_SPECIES,SPECIES_CALL,CALL_METHOD
ANOSPP13105473,KAJO_022_H6,10/05/2018,2018,5,5.2018,UGANDA|KIBBUYE,0.738023976,32.81078604,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KY.18.320*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13105481,KAJO_022_H7,10/05/2018,2018,5,5.2018,UGANDA|KIBBUYE,0.738023976,32.81078604,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KY.18.301A,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13105489,KAJO_022_H8,30/11/2018,2018,11,11.2018,UGANDA|KANSAMBWE,-0.08602,32.585606,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KA.18.24,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13105497,KAJO_022_H9,18/04/2018,2018,4,4.2018,UGANDA|KAYONJO,0.758730965,32.97155698,M,OUTDOORS,09:00,PT3H,OUTDOOR_ASPIRATOR,NA,U.KJ.18.234*A,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13032352,KAJO_023_A1,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.468A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032424,KAJO_023_A10,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.418C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032432,KAJO_023_A11,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.419*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032440,KAJO_023_A12,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.487A,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032360,KAJO_023_A2,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.455*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032368,KAJO_023_A3,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*F,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032376,KAJO_023_A4,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.461*B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032384,KAJO_023_A5,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.457,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032392,KAJO_023_A6,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,20:00-22:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.405*,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032400,KAJO_023_A7,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.443*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032408,KAJO_023_A8,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.438*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032416,KAJO_023_A9,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.422*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032353,KAJO_023_B1,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,M,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,NA,U.KY.18.465*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032425,KAJO_023_B10,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.410*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032433,KAJO_023_B11,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.419*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032441,KAJO_023_B12,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.436,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13032361,KAJO_023_B2,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.455*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032369,KAJO_023_B3,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*G,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13032377,KAJO_023_B4,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.461*C,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032385,KAJO_023_B5,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.465A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032393,KAJO_023_B6,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,20:00-22:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.405*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032401,KAJO_023_B7,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.443*E,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032409,KAJO_023_B8,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.438*A,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032417,KAJO_023_B9,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.422*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032354,KAJO_023_C1,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.465*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032426,KAJO_023_C10,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.410*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032434,KAJO_023_C11,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.419*B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032442,KAJO_023_C12,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.422A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032362,KAJO_023_C2,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.468*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032370,KAJO_023_C3,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*H,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032378,KAJO_023_C4,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.461*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032386,KAJO_023_C5,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,18:00-20:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.450,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032394,KAJO_023_C6,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.412A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032402,KAJO_023_C7,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.416*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032410,KAJO_023_C8,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.438*B,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032418,KAJO_023_C9,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.422*E,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032355,KAJO_023_D1,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.463B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032427,KAJO_023_D10,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.485*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032435,KAJO_023_D11,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.419*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032443,KAJO_023_D12,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.413,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13032363,KAJO_023_D2,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032371,KAJO_023_D3,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*I,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13032379,KAJO_023_D4,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.461*E,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032387,KAJO_023_D5,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.445,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032395,KAJO_023_D6,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.443,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032403,KAJO_023_D7,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.416*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032411,KAJO_023_D8,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.438*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032419,KAJO_023_D9,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.422*F,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032356,KAJO_023_E1,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.461B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032428,KAJO_023_E10,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.485*A,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032436,KAJO_023_E11,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.447,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032444,KAJO_023_E12,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.412*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032364,KAJO_023_E2,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032372,KAJO_023_E3,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*K,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032380,KAJO_023_E4,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.461*F,Anopheles_gambiae,N,NA,NONE,Medium,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032388,KAJO_023_E5,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.484A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032396,KAJO_023_E6,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.443*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032404,KAJO_023_E7,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.416*B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032412,KAJO_023_E8,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.438*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032420,KAJO_023_E9,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.410A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032357,KAJO_023_F1,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032429,KAJO_023_F10,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.425*,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032437,KAJO_023_F11,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.489*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032445,KAJO_023_F12,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.412*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032365,KAJO_023_F2,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032373,KAJO_023_F3,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*J,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032381,KAJO_023_F4,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.466,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032389,KAJO_023_F5,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,20:00-22:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.405A,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032397,KAJO_023_F6,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.443*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032405,KAJO_023_F7,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.416*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032413,KAJO_023_F8,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.422*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032421,KAJO_023_F9,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.436A,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032358,KAJO_023_G1,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.463A,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032430,KAJO_023_G10,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.425*A,Anopheles_arabiensis,N,NA,NONE,Low,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13032438,KAJO_023_G11,05/12/2018,2018,12,12.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KY.18.489*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032446,KAJO_023_G12,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.412*B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032366,KAJO_023_G2,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,OUTDOORS,04:00-06:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.468*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032374,KAJO_023_G3,05/10/2018,2018,10,10.2018,UGANDA|KIBBUYE,0.732276002,32.80139898,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,N,U.KY.18.461*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
